,Review,tokens,Class
53,"Me he alojado en unos cuantos todo incluido en México pero había oído cómo increíble Grand Velas era así que era muy ansiosos de mi estancia allí. Habiendo dicho eso, no era WOW'ed. El complejo real, el vestíbulo y la zona de la piscina están muy bien, pero yo estaba un poco decepcionado con la comida en los restaurantes de especialidades, como me esperaba una muy alta calidad similar a un hotel de EP debido a los precios muy altos. dijo que el mini bar completamente de stock incluyendo pica como patatas fritas, frutos secos y chocolate era un bonito detalle.

Mi mayor problema con el hotel era el servicio. Durante todo el tiempo que estuve allí, el acceso a Internet inalámbrico no estaba funcionando. Tienes que pagar  dólares por día para el internet, y no funcionaba. Llamé a recepción y me prometieron que tener a alguien que mirar y pedimos para mi estancia en mi habitación y esperar,  horas más tarde y nadie apareció. llamé de nuevo, se disculparon y me dijeron que esperar otra vez hice lo que yo estaba de viaje de negocios y necesitábamos hacer correos electrónicos de trabajo. Otra hora pasado y nadie apareció, finalmente me bajó al centro de negocios me dijeron que alguien me llamaron para solucionar una vez más nadie. Pedí un gerente de seguimiento conmigo y nadie. Finalmente esa noche fui a hablar con el director y él ni siquiera hablan inglés, así que los botones debía traducir. No estoy tratando de sonar arrogantes, pero en un hotel de cinco estrellas y lugar como México donde usted tendrá una gran cantidad de norte americanos alojándonos, necesitas tener un gerente quien puede hablar inglés.

pregunté por el gerente de la mañana (a quienes no hablan inglés) de seguimiento conmigo antes de hacer el registro de salida al día siguiente, pero por supuesto no llamado. En el registro en su resolución ofrecen era que no me cobraron por mi conexión... por supuesto que es mejor no me cobraron, no reciben internet todo el tiempo que Pasé allí... que no es una resolución! Muy decepcionante ...",alojar cuanto incluido mexico oír increible grand vela asi ansioso estancia alli wow ed complejo real vestibulo zona piscina bien decepcionado restaurante especialidad esperar alto calidad similar ep debido precio alto mini bar completamente stock incluir pica patata frita fruto seco chocolate bonito detalle mayor problema servicio tiempo alli acceso internet inalambrico funcionar pagar dolar internet funcionar llamar recepcion prometer alguien mirar estancia esperar hora tarde nadie aparecer llamar nuevo disculpar esperar vez viaje negocio necesitar correo electronico trabajo hora pasado nadie aparecer finalmente bajo centro negocio alguien llamar solucionar vez nadie gerente seguimiento nadie finalmente noche hablar director siquiera hablar ingle asi botón deber traducir tratar sonar arrogante cinco estrella mexico gran cantidad norte americano alojar necesitar gerente hablar ingle preguntar gerente manana hablar ingle seguimiento registro salida siguiente supuesto llamado registro resolucion ofrecer cobrar conexion supuesto mejor cobrar recibir internet tiempo pasar alli resolucion decepcionante,2
54,"nos hospedamos en este hotel, el pasado diciembre, llegamos a la habana sabiendo q los hoteles del lugar no eran muy buenos, asique fuimos preparadas. el hotel en gral no esta tan mal, tiene ascensor, wifi pago. el dia q llegamos no habia agua caliente pero con amabilidad al dia siguiente nos dejaron elegir otra habitacion q tuviera agua caliente, en gral el personal es amables, siempre y cuando les dejes propina, en toda la habana ocurre lo mismo.  la ubicacion es muy buena, queda cerca del malecon y unas  cuadras a pie de la habana vieja",hospedar pasado diciembre habana saber q buen asique preparado gral mal ascensor wifi pago q agua caliente amabilidad siguiente dejar elegir q agua caliente gral personal amable siempre propinar habana ocurrir mismo ubicacion buen quedar cerca malecon cuadra pie habana viejo,4
55,"Actividades entretenidas y originales!! Las albercas excelentes y limpias, comida rica y ambiente familiar. Vista al mar preciosa y servicio excelente! Lo recomiendo mucho, vengan a visitar este hotel, pasas excelentes vacaciones y la gente es súper amable, todos son súper atentos sobre todo los chicos de las actividades (Candela, Carlos, Miguel, Gilberto, Jorge y Adilene).

👍🏻👍🏻👍🏻🌴👌🏻",actividad entretenido original alberca excelente limpio rico ambiente familiar mar precioso servicio excelente recomer venir visitar pasar excelente vacaciones gente super amable super atento chico actividad candela car miguel gilberto jorge adilene,5
56,"Perfecto lugar para cenar romanticamente la primer noche el La Habana......el chef es el dueño del lugar , el plato a elegir es la Langosta Hemingway.....ALUCINANTE % recomendable y buen precio.",perfecto cenar romanticamente primero noche habana chef dueno plato elegir langosta hemingway alucinante recomendable buen precio,4
57,"colección muy bien presentada y se rellenan maravillosa. fascinante. El personal es muy servicial. No se puede perder. Vale la pena comprar el libro guía muy detallada, que tienen en inglés. Una muy buena experiencia y aprendizaje aesthatic.",coleccion bien presentado rellenar maravilloso fascinante personal servicial perder valer pena comprar libro guia detallado ingle buen experiencia aprendizaje aesthatic,5
58,"Como todo en Cuba, se nota falta de muchas cosas, mantenimiento en los ascensores, cmida de escasa calidad por tratarse de lo que dicen un hotel de cuatro estrellas. Las habitaciones confortables, igual que los baños. Desde los pisos altos la vista es buena, sobre todo por el cercano mar y los edificios de la Embajada de Rusia, bastante cerca.",cuba notar falta cosa mantenimiento ascensor cmida escaso calidad tratar estrella confortable igual bano piso alto buen cercano mar edificio embajada rusia bastante cerca,3
59,"me parece que este tipo de restaurante ya se ve un poco pasado, el servicio es regular, los precios son caros y la decoración es PESIMA. para una animalista me parece que exhibir a los animales ""cazados"" es de muy mal gusto,sumandole las luces de...Más",parecer tipo restaurante pasado servicio regular precio caro decoracion pesimo animalista parecer exhibir animal cazado mal gusto sumar luz mo,2
60,"Excelentemente bien buena calidad del personal, atencióm rapida y eficiente, habitaciones acojedoras y muy comodas clima agradable, estancia confortable y tanto la cama como el sofa muy comodos para descansar",excelentemente bien buen calidad personal atenciom rapido eficiente acojedor comodo clima agradable estancia confortable cama sofa comodo descansar,4
61,Visita obligada por ser el único monumento Colombiano reconocido por la Unesco como patrimonio de la humanidad. Una hora de visita es más que suficiente,visita obligado unico monumento colombiano reconocido unesco patrimonio humanidad hora visita suficiente,5
62,"Es un lugar agradable con lo indispensable para pasar un fin de semana nosotros nos hospedamos ahí para asistir a una boda en la ciudad, y el personal que labora ahí es muy Cortez y eficiente desde los asistentes del estacionamiento y los recepcionistas, la habitación cómoda en el piso de socios Fiesta Rewards, gracias a Sergio muy accesible y atento. ",agradable indispensable pasar fin semana hospedar ahi asistir boda ciudad personal laborar ahi cortez eficiente asistente estacionamiento recepcionista comodo piso socio fiesta reward gracias sergio accesible atento,4
63,"Los domingos es Gratis. Excelente Museo. Me parece increíble el Oro, y la colección de piezas originales esta impresionante. Lo mejor esta en el er piso! ",domingo gratis excelente museo parecer increible oro coleccion pieza original impresionante mejor er piso,5
64,"Bar moderno que de alguna manera todavía parecía estar lleno de historia, el servicio y la comida era buena y cócteles bueno",bar moderno manera todavia parecer lleno historia servicio buen coctel buen,4
65,"Excelente ubicación, especialmente si estás frente a la plaza, puedes ver a los loros salvajes entrar y salir. La ubicación es excelente para todos los puntos que desee visitar en Monterrey y sus alrededores. Es México, espero cierta dosis de indiferencia y abandono. Los acepto como parte de viajar a México. El servicio en este hotel es horrible. Pide más de  toallas en una habitación de  camas, espera  horas. Pide una cobija (las habitaciones no vienen con cobijas), espera hasta el día siguiente. Pide una llave de habitación extra, NO. El personal de recepción es grosero, lento y no puede ayudar de ninguna manera, excepto en el registro y la salida. Quiere información sobre una función de hotel, prepárese para preguntar a  -  personas y correr en círculos. El conserje_x_",excelente ubicacion especialmente si frente plaza loro salvaje entrar salir ubicacion excelente punto desear visitar monterrey alrededor mexico esperar cierto dosis indiferencia abandono aceptar parte viajar mexico servicio horrible toalla cama esperar hora cobijar venir cobija esperar siguiente llave extra personal recepcion grosero lento ayudar ninguno manera excepto registro salida informacion funcion preparlsar preguntar persona correr circulo conserje_x _,3
66,"Un lugar emblemático en La Habana, exquisitos tragos a base de su característico Ron, si visitas la Habana , no te lo podes perder",emblematico habana exquisito trago base caracteristico ron si visita habana perder,4
67,"Es muy agradable, la vista es maravillosa, no probé la comida, pero las bebidas no son buenas pedí una margarita y me dieron una margarita frozen es decir algo semejante a un sorbete de limón muy dulce sin sabor a tequila.",agradable maravilloso probar bebida buen margarita margarita frozen semejante sorbete limon dulce sabor tequila,5
68,"Un lugar muy limpio ordenado hermoso con áreas amplias que vale la pena disfrutar en familia un momento, primera vez que lo visito pero vale la pena acudir.",limpio ordenado hermoso area amplio valer pena disfrutar familia momento primero vez visitar valer pena acudir,3
69,"divino espectaculo
para no perderslo
nada que ver con el Tropicana que es caro porque hablamos cenado antes y te sale  dólares por persona con el show incluido y no es buena la comida
en cambio acá todo era espectacular
tanto fue así que...Más",divino espectaculo perder tropicana caro hablar cenado salir dolar persona show incluido buen cambio acer espectacular asi ma,2
