,Unnamed: 0,Review,Class,Conteo,Max,Min,moda,tokens,ClassBestModel
2560,2571,"deben mejorar la atencion en la recepcion y que los hagan entender que el cliente merece un servicio de calidad, la limpieza de las habitaciones deben estar listas para nosotros los clientes y no existen excusas para decir que ahorita la limpiamos, deben mejorar el sistema de internet y television por que el dia que queria ver la television no podia porque decian que estaban atendiendo el servicio, el internet muy intermitente",1,430,12,1,deber,deber mejorar atencion recepcion hacer entender cliente merecer servicio calidad limpieza habitación deber listo cliente existir excusa decir ahorita limpiar deber mejorar sistema internet television dia querer ver television poder decir atender servicio internet intermitente,2
2115,2123,"La Srita. Elva siempre estuvo atenta de nuestra mesa, excelente mesera muchas Felicidades.
Buena opción para ir a desayunar, comer o cenar. 
Los postres son una delicia, el pastel de elote y la creme brulee mis favoritos.
Reitero mis felicitaciones a la Srita. Elva.",4,266,18,1,srita,srita elva siempre atento mesa excelente mesera felicidad buen opcion ir desayunar comer cenar postre ser delicia pastel elote creme brulee favorito reiterar felicitación srita elva,5
3708,3730,"Bueno para conseguir un par de zapatos cómodos y empezar a caminar, puedes pasar todo el día aquí en esta zona de un sitio histórico a otro. El área alrededor de este ha sido conservado así todos los edificios tienen un cierto aspecto de la antigüedad. Hay un par de bonitos parques y un montón de restaurantes en el vecindario. Bueno para una actividad de día soleado, porque tendrá que caminar, que es la mejor manera de ver este barrio y moverse debido al cierre de la calle y el tráfico de personas.",4,503,12,1,buen,buen conseguir par zapato comodo empezar caminar poder pasar dia aqui zona sitio historico area alrededor haber ser conservar asi edificio tener cierto aspecto antiguedad haber par bonito parque monton restaurante vecindario buen actividad dia soleado tener caminar ser mejor manera ver barrio mover debido cierre calle trafico persona,4
5865,5915,Es un lugar verdaderamente impresionante. Si la intención es que los visitantes se  sientan un grano de sal pequeño y frágil lo lograron. Es imposible ver esto y no conmoverse y ver de lo que es capaz el hombre por amor a Dios. Me encantó al idea de que mezclen diferentes tours dentro del mismo recorrido para que la visita valga mas la pena.,4,343,14,0,ser,ser lugar verdaderamente impresionante si intencion ser visitante sentar grano sal pequeno fragil lograr ser imposible ver conmover ver ser capaz hombre amor dio encanto idea mezclar diferente tours dentro mismo recorrido visita valer mas pena,5
4514,4544,"Nos alojamos en el hotel Nacional de Cuba (Hndc) en La Habana para tres noches en  septiembre. Fue nuestro primer viaje a Cuba, así que nos decidimos por una habitación doble centro y no nos decepcionó. Nuestro traslado desde el aeropuerto primero cayó pasajeros en otros hoteles más cerca de La Habana Vieja (Old Habana), así que vimos algunos lugares de la parte vieja de la ciudad antes de seguir por la Rambla junto al mar Malecón - (dique) al Hndc. Nuestro guía de transferencia le dio una descripción de los otros hoteles buenos en ruta, pero una vez que los otros turistas habían hayan desembarcado, describió el Hndc como el mejor La Habana tiene para ofrecer, en una clase por encima de los otros, especialmente por su historia, servicios y jardines.  Nuestras impresiones…",4,786,13,0,habana,alojar hotel nacional cuba hndc habana tres noche septiembre ser primero viaje cuba asi decidir habitacion doble centro decepcionar traslado aeropuerto primero caer pasajero hotel mas cerca habana viejo old habana asi ver alguno lugar parte viejo ciudad seguir rambla junto mar malecon dique hndc guia transferencia dar descripcion hotel buen ruta vez turista haber haber desembarcar describir hndc mejor habana tener ofrecer clase encima especialmente historia servicio jardín impresión,4
5123,5163,"Un hotel cinco Estrellas que en sus instalaciones se les nota deterioro. Y poco mantenimiento. No cumplió con nuestras expectativas. La atención buena, el desayuno excelente. El room service no estuvo bueno",2,206,14,1,buen,hotel cinco estrella instalación notar deterioro mantenimiento cumplir expectativa atencion buen desayuno excelente room service buen,3
4184,4210,"El lugar es hermoso. Mucha historia  y muy loco .pero llegar a la barra era casi imposible por la cantidad de gente.
La próxima voy mas temprano",3,144,9,0,ser,lugar ser hermoso historia loco llegar barra ser casi imposible cantidad gente proxima ir mas temprano,5
6539,6600,"Hola a todosLa entrada es gratuita, allí se puede apreciar muchísimas piezas precolombinas, halladas en nuestro territorio.",3,123,14,1,hola,hola todosla entrada ser gratuito alli poder apreciar muchisimo pieza precolombino hallado territorio,5
3724,3746,"Un lugar maravilloso con mucha historia, y tambien con demasiados vendedores ambulantes, no es aconsejable ir con mucho calor y pleno sol.",3,138,11,1,lugar,lugar maravilloso historia tambien demasiado vendedor ambulante ser aconsejable ir calor pleno sol,5
5122,5162,Tiene muchas casonas hermosas lo puedes recorrer caminando ya que no es muy largo. Queda cerca del centro,5,105,9,2,tener,tener casona hermoso poder recorrer caminar ser largo quedar cerca centro,4
7028,7092,"Sabíamos por las opiniones que habíamos leído que no era un gran hotel, y la verdad es que no nos soprendió. No es solo que las instalaciones sean viejas, sino fundamentalmente que no están bien cuidadas ni limpias... El desayuno a pesar de ser tipo buffet deja también bastante que desear. Lo único bueno, que a diferencia de otros hoteles del Vedado, está aceptablemente bien situado, a  minutos del hotel Nacional y accesible andando a Centro Habana. Aún así, no repetiríamos...",2,482,16,1,ser,saber opinión haber leer ser gran hotel verdad ser soprender ser solo instalación ser viejo sino fundamentalmente bien cuidado limpio desayuno pesar ser tipo buffet dejar tambien bastante desear unico buen diferencia hotel vedado aceptablemente bien situado minuto hotel nacional accesible andar centro habano aun asi repetiriar,4
1139,1141,"Tenía muchas ilusiones de conocer El Malecón ....pero no es lo que esperaba, igual me gustó....pero no es wow....",3,113,13,2,ser,tener ilusión conocer malecon ser esperar igual gusto ser wow,3
553,553,"Los dos primeros dias en la Habana estuvimos en este hotel (se gano en una rifa las estrellas). De entrada es muy bonito, nos asignaron una pieza en el piso , el pasillo era horrible, muy sucio y mal mantenido, entramos a la pieza y lo primero que veo es la cama con un hoyo en el centro... pedimos cambio de habitación y la otra estaba mejor. El comedor para el desayuno es un asco, los manteles muy sucios, el entorno muy mal cuidado. Hasta rastros de comida en los muros.. realmente asqueroso.. Los ascensores tambien son sucios... La ubicacion del hotel no es buena, para salir a algun lado siempre tienes que tomar taxis lo que cobran entre  y  cuc si lo tamas fuera del hotel. Recomiendo pagar un hotel o mejor aún y mas barato una casa particular en la Habana Vieja. Fue lo que…",1,790,11,1,ser,dos primero dia habana hotel ganar rifa estrella entrada ser bonito asignar pieza piso pasillo ser horrible sucio mal mantener entrar pieza primero ver ser cama hoyo centro pedir cambio habitacion mejor comedor desayuno ser asco mantel sucio entorno mal cuidado rastro comida muro realmente asqueroso ascensor tambien ser sucio ubicacion hotel ser buen salir alguno lado siempre tener tomar taxi cobrar cuc si tamar hotel recomer pagar hotel mejor aun mas barato casa particular habana viejo ser,2
2356,2367,Es preciosa la Capilla pero los alrededores no son los más bonitos. Se debería poner más atención en la imagen y promoción.,4,123,11,1,ser,ser precioso capilla alrededor ser mas bonito deber poner mas atencion imagen promocion,3
4796,4832,"Se escucha lo de las habitaciones contiguas, mucho ruido de martillazos.  Mantenimiento incompleto en cuestión terminados de madera, zoclos, etc. Les falta cuidados de mantenimiento en áreas comunes. La comida sin sabor en el desayuno, mal servicio de meseros. Cama muy blanda.",2,277,13,0,mantenimiento,escuchar habitación contiguo ruido martillazo mantenimiento incompleto cuestion terminado madera zoclo etc faltar cuidado mantenimiento area común comida sabor desayuno mal servicio mesero cama blando,2
7772,7845,"viaje a México, no hay miel de camino. Sin embargo, decidimos hacer un viaje sorpresa para unirse a nuestro hijo mayor entró hija, su marido y nuestro hijo mayor entró dos nietos. Su destino era el Hard Rock Resort en Nuevo. Nuestra primera experiencia de un todo incluido, nuestra primera experiencia de México y no pudimos haber tenido unas vacaciones mejores. Hemos viajado EE.UU., Hawaii. un complejo más pequeño que significaba que en realidad conocimos gente, compartir las experiencias del día con ellos y aprendido en otro lugar para explorar. Todo el personal es increíble, y los clientes son su prioridad. No hay límite para la cena a la carta y todos los restaurantes que ofrecen comida maravillosa y servicio increíble. En  días no nos cansamos de las opciones. Aunque se debe pagar los impuestos sobre los créditos de habitación, nos costaría mucho uso todos nuestros créditos. Puedes usarlo su habitación, comidas o vino si lo desea. Los vinos locales eran adecuadas y ciertamente apetecible con las comidas. Recomiendo las habitaciones del sol Bar, ya que puede ser ruidoso. La playa es genial, un montón de palapas para sombra. Disfrutamos las actividades de entretenimiento y el personal mantener todo animado y divertido. Los taxis son muy baratos que tienes la oportunidad de explorar más allá del resort. Recomiendo encarecidamente las actividades por Aventuras Vallarta. Tuvimos una gran experiencia estamos con toda la familia el próximo año.",5,1466,15,1,ser,viaje mexico haber miel camino embargo decidir hacer viaje sorpresa unir hijo mayor entrar hija marido hijo mayor entrar dos nieto destino ser hard rock resort nuevo primero experiencia incluido primero experiencia mexico poder haber tener vacaciones mejor haber viajar ee uu hawaii complejo mas pequeno significar realidad conocer gente compartir experiencia dia aprender lugar explorar personal ser increible cliente ser prioridad haber limitar cena carta restaurante ofrecer comida maravilloso servicio increible dia cansar opción aunque deber pagar impuesto credito habitacion costar uso credito poder usar habitacion comida vino si desear vino local ser adecuado ciertamente apetecible comida recomer habitación sol bar poder ser ruidoso playa ser genial monton palapa sombra disfrutar actividad entretenimiento personal mantener animado divertido taxi ser barato tener oportunidad explorar mas alla resort recomer encarecidamente actividad aventura vallarto tener gran experiencia familia proximo ano,5
3492,3510,"Acoutics de este lugar son muy pobres. La música en vivo es muy ruidoso para llevar cualquier conversación.
Esto es por lo que probablemente el camarero nos dieron nuestros pedidos mal dos veces! Nos levantamos y nos fuimos a partir del segundo plato equivocado llegamos.",1,271,18,1,ser,acoutics lugar ser pobre musica vivo ser ruidoso llevar cualquiera conversacion probablemente camarero dar pedido mal dos vez levantar ir partir segundo plato equivocado llegar,2
